id_klienta;imie;nazwisko;data_urodzenia;miejsce_zamieszkania
555;Ryszard;Witkowski;1984-01-12;Wies
556;Jan;Dudek;1976-08-12;Wies
557;Pawel;Tomaszewski;1983-09-15;Miasto
558;Andrzej;Pawlak;1951-08-17;Wies
559;Piotr;Nowakowski;1950-02-05;Miasto
560;Antoni;Lewandowski;1950-08-16;Wies
561;Kacper;Kozlowski;1996-09-11;Wies
562;Maciej;Nowakowski;1990-11-23;Wies
563;Dominik;Krawczyk;2005-02-06;Miasto
564;Maksymilian;Tomaszewski;1965-04-30;Miasto
565;Grzegorz;Adamczyk;1953-08-02;Wies
566;Tomasz;Ostrowski;1980-09-16;Miasto
567;Jacek;Wieczorek;1979-06-19;Wies
568;Szymon;Sikora;1989-12-02;Wies
569;Nikodem;Nowak;1959-09-03;Miasto
570;Kazimierz;Kaczmarek;1997-11-09;Miasto
571;Dawid;Wisniewski;1980-10-25;Wies
572;Kamil;Zalewski;1974-06-14;Wies
573;Zbigniew;Krawczyk;1960-12-20;Miasto
574;Karol;Nowakowski;1969-09-07;Miasto
575;Maciej;Baran;1978-05-29;Miasto
576;Krzysztof;Kozlowski;2006-09-07;Wies
577;Mikolaj;Sikora;1978-08-20;Miasto
578;Karol;Wroblewski;1955-10-26;Miasto
579;Robert;Michalski;1993-05-17;Miasto
580;Franciszek;Baran;1979-09-10;Wies
581;Dominik;Wisniewski;2006-12-21;Miasto
582;Tadeusz;Baran;1979-02-07;Miasto
583;Robert;Szymanski;1992-08-17;Miasto
584;Aleksander;Szymanski;1955-01-17;Wies
585;Maciej;Mazur;1978-08-17;Wies
586;Kamil;Szewczyk;1997-12-25;Wies
587;Jerzy;Wieczorek;1968-02-02;Miasto
588;Mariusz;Pietrzak;1973-08-20;Miasto
589;Ryszard;Adamczyk;2004-09-11;Miasto
590;Maksymilian;Malinowski;1976-12-14;Miasto
591;Ryszard;Pietrzak;1973-10-02;Miasto
592;Tadeusz;Wojcik;1960-10-05;Miasto
593;Wojciech;Kowalczyk;1979-06-25;Wies
594;Mateusz;Baran;1964-04-29;Miasto
595;Patryk;Jablonski;1985-06-10;Miasto
596;Kacper;Kwiatkowski;1963-03-16;Miasto
597;Filip;Jankowski;1960-11-21;Wies
598;Aleksander;Lewandowski;2004-06-29;Wies
599;Leon;Sikora;1995-01-16;Miasto
600;Adam;Mazur;1964-05-18;Wies
601;Kacper;Szymanski;1994-10-19;Wies
602;Jerzy;Nowicki;1960-05-11;Wies
603;Grzegorz;Kowalski;1959-01-25;Wies
604;Dariusz;Wisniewski;1977-07-17;Miasto
605;Tadeusz;Witkowski;1955-10-24;Miasto
606;Jakub;Mazur;2001-01-24;Miasto
607;Franciszek;Walczak;1955-03-04;Miasto
608;Leon;Kaminski;1963-10-28;Miasto
609;Maksymilian;Jablonski;1972-01-13;Miasto
610;Kacper;Nowak;1965-07-01;Miasto
611;Gabriel;Adamczyk;1950-02-08;Wies
612;Henryk;Rutkowski;1970-07-13;Miasto
613;Michal;Ostrowski;1952-07-04;Miasto
614;Jakub;Zalewski;1951-03-10;Wies
615;Mariusz;Kaminski;1991-04-18;Wies
616;Piotr;Piotrowski;1968-12-24;Wies
617;Antoni;Kaminski;1979-07-26;Miasto
618;Kacper;Pietrzak;1988-04-13;Miasto
619;Jan;Zielinski;1958-10-15;Miasto
620;Tomasz;Piotrowski;1990-07-20;Wies
621;Patryk;Adamczyk;1986-04-24;Wies
622;Jan;Kwiatkowski;1992-08-03;Miasto
623;Aleksander;Stepien;1987-02-15;Wies
624;Lukasz;Wojciechowski;1972-03-14;Wies
625;Jozef;Michalski;1972-11-14;Wies
626;Ryszard;Zielinski;1993-12-12;Miasto
627;Adam;Michalak;1961-11-01;Miasto
628;Kacper;Dabrowski;2005-06-01;Wies
629;Robert;Mazur;1958-01-22;Miasto
630;Szymon;Tomaszewski;1957-12-06;Wies
631;Sebastian;Gorski;1961-04-08;Wies
632;Dominik;Tomaszewski;1988-09-08;Miasto
633;Marcin;Kaczmarek;1990-08-29;Miasto
634;Nikodem;Wisniewski;1983-02-25;Wies
635;Dominik;Stepien;1961-08-05;Miasto
636;Adam;Kozlowski;1989-11-15;Wies
637;Filip;Nowak;1952-09-02;Wies
638;Sebastian;Zajac;2001-05-13;Wies
639;Franciszek;Kaczmarek;1985-12-04;Miasto
640;Jan;Pawlak;1990-03-08;Wies
641;Tadeusz;Nowakowski;1967-12-19;Wies
642;Artur;Gorski;1951-09-19;Miasto
643;Pawel;Wroblewski;1957-06-12;Miasto
644;Szymon;Zalewski;1989-01-03;Miasto
645;Krzysztof;Jaworski;1971-05-20;Miasto
646;Dominik;Majewski;1997-03-27;Miasto
647;Jan;Szymanski;1979-04-27;Miasto
648;Grzegorz;Wozniak;1950-07-11;Miasto
649;Aleksander;Wrobel;1951-12-08;Wies
650;Tadeusz;Walczak;1963-09-24;Miasto
651;Wojciech;Nowicki;1953-04-17;Wies
652;Sebastian;Szymanski;1950-10-20;Wies
653;Dariusz;Zajac;1966-08-18;Wies
654;Marek;Nowakowski;1976-06-08;Wies
655;Sebastian;Wrobel;1975-04-26;Miasto
656;Jacek;Nowak;1991-05-26;Miasto
657;Zbigniew;Kozlowski;1983-02-05;Wies
658;Robert;Malinowski;1972-10-23;Miasto
659;Kazimierz;Wieczorek;1984-04-15;Wies
660;Antoni;Jankowski;1977-01-20;Wies
661;Aleksander;Jablonski;1954-05-07;Miasto
662;Szymon;Michalski;2004-10-02;Wies
663;Krzysztof;Piotrowski;1973-10-05;Wies
664;Karol;Michalak;1953-03-04;Wies
665;Stanislaw;Michalak;1955-10-07;Wies
666;Marcin;Wojcik;1963-03-04;Miasto
667;Marcin;Gorski;1990-06-19;Miasto
668;Leon;Krawczyk;1972-05-22;Wies
669;Damian;Olszewski;2003-06-18;Miasto
670;Kazimierz;Majewski;1964-04-17;Wies
671;Maciej;Dabrowski;1955-08-24;Miasto
672;Sebastian;Kaczmarek;1984-02-22;Wies
673;Jacek;Dudek;1967-09-21;Miasto
674;Pawel;Pietrzak;1968-04-26;Miasto
675;Dominik;Zajac;2006-05-11;Wies
676;Filip;Grabowski;1955-02-04;Miasto
677;Tomasz;Wozniak;1990-01-10;Wies
678;Dariusz;Kwiatkowski;1964-05-22;Wies
679;Filip;Wrobel;1978-06-06;Miasto
680;Piotr;Wojcik;1968-11-02;Wies
681;Krzysztof;Zajac;1954-05-27;Miasto
682;Damian;Nowak;1990-12-28;Wies
683;Filip;Piotrowski;1959-01-03;Miasto
684;Kamil;Kowalski;1979-12-08;Wies
685;Dominik;Dabrowski;1969-06-11;Miasto
686;Dominik;Wozniak;1972-09-14;Wies
687;Andrzej;Nowak;1957-10-25;Wies
688;Piotr;Dudek;1981-03-26;Wies
689;Wojciech;Pawlak;1974-01-09;Wies
690;Jacek;Majewski;1961-11-14;Wies
691;Sebastian;Pietrzak;1972-03-13;Wies
692;Tomasz;Michalak;1965-07-17;Miasto
693;Artur;Wroblewski;2002-04-10;Wies
694;Lukasz;Ostrowski;2006-03-22;Wies
695;Dawid;Wojciechowski;1994-03-12;Miasto
696;Kacper;Zalewski;1955-09-01;Wies
697;Szymon;Nowak;1961-08-22;Wies
698;Marek;Wisniewski;1973-03-29;Wies
699;Mariusz;Zalewski;1989-02-03;Miasto
700;Henryk;Wisniewski;1967-08-10;Miasto
701;Adam;Tomaszewski;1975-04-27;Wies
702;Krzysztof;Kowalski;1978-02-02;Wies
703;Jozef;Szewczyk;1991-07-22;Miasto
704;Marek;Dudek;1967-05-19;Miasto
705;Wiktor;Kowalski;2004-07-29;Wies
706;Nikodem;Szymanski;1999-11-04;Wies
707;Jacek;Jankowski;2003-04-29;Miasto
708;Piotr;Szymanski;2004-11-23;Wies
709;Maciej;Lewandowski;1976-01-28;Wies
710;Maciej;Gorski;1998-09-16;Wies
711;Piotr;Kowalski;2004-09-30;Wies
712;Ignacy;Krawczyk;1977-07-16;Miasto
713;Grzegorz;Grabowski;1995-08-19;Miasto
714;Franciszek;Wisniewski;1979-07-12;Wies
715;Tomasz;Wrobel;1965-10-29;Miasto
716;Rafal;Nowakowski;1980-05-14;Wies
717;Aleksander;Wroblewski;1973-10-15;Wies
718;Karol;Tomaszewski;1992-05-22;Wies
719;Stanislaw;Szymanski;1983-02-19;Wies
720;Ignacy;Rutkowski;1993-04-27;Miasto
721;Henryk;Kowalczyk;2003-09-25;Miasto
722;Dawid;Grabowski;1982-08-12;Miasto
723;Maciej;Grabowski;1993-03-24;Wies
724;Jozef;Wojciechowski;1960-06-04;Wies
725;Wiktor;Stepien;2003-10-23;Miasto
726;Wojciech;Witkowski;1967-05-08;Miasto
727;Aleksander;Krol;1958-12-27;Miasto
728;Kazimierz;Tomaszewski;1964-01-20;Miasto
729;Zbigniew;Zielinski;1955-02-23;Wies
730;Gabriel;Pawlak;1974-09-20;Miasto
731;Piotr;Michalski;1974-07-04;Miasto
732;Artur;Walczak;2006-08-28;Wies
733;Grzegorz;Malinowski;1958-03-21;Wies
734;Wojciech;Zajac;1955-11-16;Wies
735;Krzysztof;Jankowski;1981-09-11;Wies
736;Tadeusz;Tomaszewski;2005-02-13;Wies
737;Ignacy;Gorski;1961-08-17;Miasto
738;Marcin;Wroblewski;1967-11-29;Wies
739;Nikodem;Rutkowski;1981-02-25;Miasto
740;Maciej;Jankowski;1951-07-18;Wies
741;Jacek;Wojciechowski;1962-01-28;Wies
742;Tadeusz;Grabowski;1973-06-03;Miasto
743;Leon;Wisniewski;1986-12-06;Wies
744;Szymon;Adamczyk;1961-11-22;Miasto
745;Damian;Szewczyk;1973-04-21;Wies
746;Filip;Pawlowski;1954-03-07;Wies
747;Mateusz;Nowak;1954-12-16;Wies
748;Krzysztof;Krawczyk;1953-02-17;Wies
749;Franciszek;Krawczyk;1994-06-25;Miasto
750;Robert;Zajac;1970-04-17;Miasto
751;Dawid;Rutkowski;2001-01-27;Wies
752;Jakub;Rutkowski;2000-12-07;Wies
753;Michal;Majewski;2006-08-25;Miasto
754;Maciej;Stepien;1976-12-09;Miasto
755;Henryk;Baran;1954-09-04;Miasto
756;Marek;Stepien;1994-11-07;Miasto
757;Dariusz;Zielinski;1969-07-23;Miasto
758;Rafal;Wieczorek;1979-01-02;Miasto
759;Mariusz;Nowak;2002-12-05;Miasto
760;Filip;Michalski;1978-01-28;Wies
761;Pawel;Michalski;1985-06-02;Wies
762;Antoni;Nowicki;1964-04-11;Miasto
763;Grzegorz;Pietrzak;1979-06-30;Wies
764;Henryk;Zalewski;1980-01-19;Miasto
765;Mateusz;Piotrowski;1962-12-03;Wies
766;Sebastian;Kowalczyk;1997-02-07;Wies
767;Henryk;Jaworski;1973-02-02;Wies
768;Maciej;Pawlak;1961-04-03;Miasto
769;Wiktor;Walczak;1988-12-29;Miasto
770;Gabriel;Wieczorek;2000-04-14;Miasto
771;Ryszard;Pawlak;1963-01-26;Wies
772;Sebastian;Krawczyk;1955-03-09;Miasto
773;Lukasz;Jankowski;1998-06-30;Miasto
774;Kazimierz;Pawlak;1973-09-04;Wies
775;Wojciech;Jankowski;1972-08-27;Miasto
776;Krzysztof;Baran;1989-01-28;Miasto
777;Ryszard;Rutkowski;1951-12-21;Miasto
778;Sebastian;Jaworski;1954-07-02;Wies
779;Grzegorz;Majewski;2000-10-16;Miasto
780;Henryk;Stepien;1989-09-28;Wies
781;Jakub;Michalski;1955-03-19;Miasto
782;Maciej;Kowalczyk;2000-03-22;Miasto
783;Piotr;Jablonski;1959-06-19;Wies
784;Tadeusz;Krawczyk;2001-04-27;Wies
785;Filip;Jaworski;1955-09-12;Wies
786;Dawid;Adamczyk;1973-02-10;Miasto
787;Piotr;Malinowski;1998-09-22;Miasto
788;Grzegorz;Piotrowski;1989-08-16;Wies
789;Leon;Pawlowski;1961-09-24;Wies
790;Maksymilian;Zajac;1957-01-15;Wies
791;Tomasz;Wieczorek;1971-03-26;Wies
792;Kamil;Krol;2002-01-31;Miasto
793;Piotr;Gorski;1974-03-27;Miasto
794;Mariusz;Grabowski;1960-01-24;Miasto
795;Tadeusz;Lewandowski;1961-07-04;Wies
796;Damian;Dabrowski;1972-05-02;Wies
797;Mariusz;Majewski;1953-03-03;Miasto
798;Jan;Jankowski;1956-01-12;Wies
799;Dominik;Baran;1980-06-03;Miasto
800;Jakub;Adamczyk;1978-04-14;Miasto
801;Jozef;Nowak;1990-05-15;Wies
802;Damian;Wojciechowski;1999-03-11;Wies
803;Dariusz;Kowalczyk;1995-01-07;Wies
804;Maksymilian;Dabrowski;1957-01-06;Miasto
805;Piotr;Adamczyk;1970-09-26;Wies
806;Andrzej;Walczak;2006-01-17;Miasto
807;Szymon;Kwiatkowski;1992-11-24;Wies
808;Tomasz;Michalski;1999-03-13;Miasto
809;Jan;Sikora;1998-09-24;Miasto
810;Leon;Nowicki;2005-02-14;Wies
811;Nikodem;Ostrowski;1993-05-29;Miasto
812;Jerzy;Malinowski;1958-07-18;Miasto
813;Mateusz;Tomaszewski;1978-07-26;Wies
814;Wojciech;Kaminski;1971-05-06;Miasto
815;Nikodem;Baran;1952-06-05;Miasto
816;Jozef;Ostrowski;1976-09-12;Miasto
817;Leon;Piotrowski;1995-09-07;Wies
818;Kacper;Kowalczyk;1951-10-23;Wies
819;Karol;Gorski;1959-11-02;Wies
820;Marek;Pawlowski;2003-05-03;Wies
821;Kamil;Rutkowski;1967-08-03;Miasto
822;Gabriel;Kowalski;1954-05-08;Wies
823;Henryk;Kaminski;1975-01-06;Wies
824;Leon;Zalewski;1979-12-05;Miasto
825;Marcin;Szymanski;1993-10-27;Wies
826;Damian;Pietrzak;1998-10-07;Miasto
827;Nikodem;Olszewski;1952-02-25;Wies
828;Jozef;Witkowski;1974-01-25;Miasto
829;Artur;Piotrowski;1983-08-14;Wies
830;Rafal;Wojciechowski;1979-04-07;Miasto
831;Robert;Dudek;1976-06-20;Miasto
832;Kazimierz;Sikora;1990-05-09;Wies
833;Jan;Michalski;1956-09-15;Wies
834;Jerzy;Wroblewski;1963-09-08;Wies
835;Wojciech;Pawlowski;2004-09-26;Wies
836;Filip;Wojciechowski;1991-04-02;Wies
837;Michal;Wojciechowski;1991-07-28;Miasto
838;Maksymilian;Krawczyk;1955-05-17;Wies
839;Franciszek;Majewski;2004-04-08;Miasto
840;Gabriel;Nowicki;1971-04-13;Miasto
841;Tomasz;Gorski;1953-05-12;Wies
842;Henryk;Nowicki;1956-02-22;Wies
843;Leon;Malinowski;1958-03-18;Wies
844;Ryszard;Nowicki;1982-10-06;Miasto
845;Patryk;Wozniak;1992-01-23;Miasto
846;Sebastian;Jankowski;1951-06-02;Wies
847;Wojciech;Nowak;2002-06-18;Wies
848;Dominik;Nowakowski;1965-10-04;Miasto
849;Marek;Wozniak;1979-12-13;Miasto
850;Robert;Wroblewski;1961-12-21;Wies
851;Ryszard;Tomaszewski;1963-07-20;Miasto
852;Aleksander;Kowalski;1965-10-06;Miasto
853;Patryk;Krawczyk;1951-11-04;Miasto
854;Patryk;Szymanski;1997-11-03;Wies
855;Tomasz;Wroblewski;1987-01-19;Wies
856;Jakub;Jaworski;1994-12-07;Wies
857;Damian;Witkowski;2000-01-02;Miasto
858;Wiktor;Dudek;1999-06-05;Miasto
859;Maciej;Jaworski;1953-07-21;Wies
860;Lukasz;Dudek;1990-05-07;Wies
861;Filip;Mazur;1972-07-24;Wies
862;Patryk;Kowalczyk;1991-06-18;Miasto
863;Maksymilian;Majewski;1992-11-20;Miasto
864;Lukasz;Wrobel;1966-07-13;Wies
865;Lukasz;Wisniewski;1961-07-10;Wies
866;Ryszard;Wisniewski;1951-05-26;Wies
867;Sebastian;Rutkowski;1979-12-18;Wies
868;Zbigniew;Nowak;1979-02-25;Miasto
869;Rafal;Pawlowski;1981-08-28;Miasto
870;Marek;Majewski;2004-08-09;Miasto
871;Ignacy;Pietrzak;1952-07-22;Wies
872;Mateusz;Malinowski;1963-10-26;Wies
873;Damian;Kwiatkowski;1982-04-17;Miasto
874;Ignacy;Baran;2004-05-15;Miasto
875;Patryk;Wrobel;1991-02-02;Wies
876;Aleksander;Mazur;1966-07-17;Wies
877;Ryszard;Lewandowski;1986-08-10;Wies
878;Krzysztof;Olszewski;1968-10-11;Miasto
879;Artur;Zielinski;1959-04-18;Miasto
880;Franciszek;Kowalczyk;1987-08-20;Miasto
881;Michal;Dabrowski;1955-06-18;Miasto
882;Jacek;Jaworski;1965-02-04;Wies
883;Michal;Sikora;2001-01-11;Miasto
884;Tadeusz;Pietrzak;1999-02-13;Wies
885;Sebastian;Mazur;1998-07-20;Wies
886;Jacek;Kwiatkowski;1999-03-01;Wies
887;Marek;Kaminski;2000-03-10;Wies
888;Zbigniew;Jaworski;1982-06-04;Wies
889;Jerzy;Wisniewski;1967-03-01;Wies
890;Kazimierz;Rutkowski;2003-03-11;Wies
891;Jozef;Nowicki;1996-04-01;Miasto
892;Jozef;Kwiatkowski;1996-07-29;Miasto
893;Dominik;Pietrzak;1956-04-20;Miasto
894;Rafal;Dudek;1976-05-10;Miasto
895;Dawid;Kowalczyk;1952-08-13;Wies
896;Piotr;Lewandowski;1986-06-04;Wies
897;Jakub;Wroblewski;1951-04-15;Wies
898;Dariusz;Majewski;1953-03-17;Miasto
899;Jan;Wojciechowski;1997-11-11;Miasto
900;Maksymilian;Zielinski;1970-11-03;Wies
901;Dawid;Wozniak;1962-12-30;Wies
902;Marek;Jablonski;1958-02-05;Miasto
903;Ignacy;Wojciechowski;1956-02-16;Miasto
904;Robert;Wisniewski;1977-03-22;Miasto
905;Robert;Kowalczyk;2000-03-29;Wies
906;Gabriel;Kwiatkowski;1987-01-04;Miasto
907;Lukasz;Jablonski;1952-11-30;Miasto
908;Jan;Pawlowski;1985-04-24;Wies
909;Karol;Majewski;1978-03-21;Wies
910;Michal;Wrobel;1953-05-18;Wies
911;Dominik;Pawlak;1969-02-19;Miasto
912;Pawel;Krawczyk;1989-04-18;Miasto
913;Adam;Wrobel;1970-10-28;Wies
914;Zbigniew;Adamczyk;2000-08-09;Miasto
915;Jacek;Nowicki;1988-07-31;Wies
916;Dominik;Kaczmarek;1995-06-29;Miasto
917;Gabriel;Lewandowski;1988-06-08;Miasto
918;Jerzy;Walczak;1982-11-24;Wies
919;Filip;Sikora;1953-05-28;Miasto
920;Marek;Tomaszewski;1967-12-03;Miasto
921;Kacper;Rutkowski;1990-02-04;Miasto
922;Lukasz;Zalewski;1970-05-28;Miasto
923;Pawel;Adamczyk;1956-02-16;Wies
924;Krzysztof;Wroblewski;1974-04-01;Miasto
925;Gabriel;Sikora;1950-05-29;Miasto
926;Stanislaw;Kowalski;1965-08-18;Wies
927;Wiktor;Wozniak;1971-05-21;Wies
928;Jerzy;Kaczmarek;1985-12-01;Wies
929;Gabriel;Jaworski;1976-03-18;Wies
930;Jacek;Piotrowski;1961-01-01;Wies
931;Kacper;Walczak;1958-04-14;Miasto
932;Jerzy;Krawczyk;1957-07-07;Wies
933;Jakub;Nowak;1995-10-13;Wies
934;Mariusz;Mazur;1963-07-06;Wies
935;Jozef;Stepien;1977-06-12;Wies
936;Tadeusz;Michalski;1952-09-27;Miasto
937;Karol;Szymanski;2001-04-02;Miasto
938;Rafal;Piotrowski;1967-04-11;Wies
939;Kamil;Nowicki;1972-07-23;Miasto
940;Ignacy;Kozlowski;1970-06-04;Miasto
941;Kacper;Malinowski;1989-07-14;Miasto
942;Filip;Baran;1986-08-13;Miasto
943;Tadeusz;Jaworski;1977-11-02;Miasto
944;Tomasz;Jaworski;1984-11-12;Miasto
945;Mateusz;Pawlak;1988-01-02;Wies
946;Aleksander;Malinowski;1957-07-12;Wies
947;Mariusz;Jankowski;1973-04-26;Miasto
948;Rafal;Nowicki;1993-07-30;Wies
949;Ryszard;Dabrowski;1999-10-30;Miasto
950;Mikolaj;Witkowski;1961-07-30;Miasto
951;Jerzy;Mazur;1953-03-26;Wies
952;Henryk;Szymanski;2001-06-28;Wies
953;Mateusz;Stepien;1977-12-18;Miasto
954;Szymon;Wroblewski;1973-04-30;Wies
955;Ryszard;Piotrowski;1991-08-31;Miasto
956;Marek;Malinowski;2006-10-04;Wies
957;Henryk;Kozlowski;1954-02-07;Wies
958;Maciej;Kaminski;1964-09-08;Miasto
959;Nikodem;Kowalski;2004-09-29;Miasto
960;Zbigniew;Wojciechowski;1988-11-27;Miasto
961;Mikolaj;Szewczyk;1963-10-30;Miasto
962;Piotr;Stepien;1952-07-11;Miasto
963;Antoni;Mazur;1969-03-11;Miasto
964;Marcin;Malinowski;1955-02-14;Wies
965;Adam;Stepien;1972-03-03;Wies
966;Franciszek;Mazur;1972-08-03;Miasto
967;Tomasz;Pawlowski;1993-03-07;Wies
968;Dariusz;Pietrzak;1982-05-03;Wies
969;Marcin;Wrobel;1970-08-05;Miasto
970;Kacper;Nowicki;1994-10-18;Miasto
971;Robert;Zalewski;1958-03-30;Wies
972;Sebastian;Zalewski;1977-05-11;Miasto
973;Mariusz;Wieczorek;1960-01-21;Wies
974;Tadeusz;Nowicki;1964-08-13;Miasto
975;Wojciech;Wrobel;2000-04-18;Wies
976;Grzegorz;Wojciechowski;1968-09-29;Miasto
977;Dominik;Witkowski;1963-08-23;Miasto
978;Damian;Wieczorek;1990-02-12;Miasto
979;Andrzej;Rutkowski;1956-09-08;Wies
980;Wojciech;Krol;1995-02-25;Wies
981;Antoni;Wojcik;1982-05-29;Miasto
982;Filip;Kwiatkowski;2002-06-28;Miasto
983;Kazimierz;Walczak;1976-04-28;Wies
984;Pawel;Wrobel;1963-11-30;Miasto
985;Kamil;Dabrowski;2003-08-04;Miasto
986;Mariusz;Wozniak;1950-09-02;Miasto
987;Dariusz;Michalski;1955-11-30;Wies
988;Mikolaj;Adamczyk;2002-02-19;Wies
989;Kazimierz;Adamczyk;1953-02-11;Miasto
990;Henryk;Witkowski;1980-04-27;Miasto
991;Piotr;Olszewski;2006-12-23;Miasto
992;Ryszard;Sikora;1963-11-24;Miasto
993;Maksymilian;Szewczyk;1999-02-23;Wies
994;Patryk;Michalski;2003-02-09;Wies
995;Mariusz;Olszewski;1989-10-01;Miasto
996;Karol;Walczak;1951-10-10;Wies
997;Rafal;Kowalczyk;1992-08-23;Miasto
998;Krzysztof;Wozniak;1994-08-10;Miasto
999;Filip;Jablonski;1974-08-30;Wies
1000;Piotr;Sikora;2002-04-13;Miasto
1001;Szymon;Witkowski;1960-03-25;Miasto
1002;Maciej;Olszewski;1981-04-24;Miasto
1003;Ignacy;Kwiatkowski;1956-08-21;Wies
1004;Marek;Jaworski;1978-06-04;Wies
1005;Jozef;Rutkowski;1954-10-05;Miasto
1006;Wiktor;Pawlowski;1956-10-31;Wies
1007;Patryk;Zalewski;1963-10-21;Wies
1008;Jakub;Wozniak;1950-01-02;Wies
1009;Dariusz;Grabowski;1970-01-05;Wies
1010;Zbigniew;Majewski;1980-04-26;Wies
1011;Mateusz;Michalak;2006-11-01;Wies
1012;Mariusz;Krol;1990-06-30;Wies
1013;Mikolaj;Malinowski;1982-01-08;Wies
1014;Krzysztof;Pietrzak;1951-10-13;Wies
1015;Wojciech;Michalski;1963-09-24;Wies
1016;Stanislaw;Mazur;1980-05-28;Miasto
1017;Michal;Szymanski;1956-11-14;Wies
1018;Marek;Krol;1996-01-21;Wies
1019;Jakub;Michalak;2000-01-18;Wies
1020;Kacper;Ostrowski;1974-11-02;Miasto
1021;Antoni;Krawczyk;1972-06-11;Wies
1022;Jacek;Michalski;1983-08-25;Wies
1023;Maciej;Michalak;2004-11-10;Wies
1024;Mikolaj;Zalewski;1985-10-05;Wies
1025;Gabriel;Kowalczyk;1950-07-02;Miasto
1026;Filip;Szewczyk;1997-11-11;Miasto
1027;Patryk;Kowalski;1959-06-19;Wies
1028;Mateusz;Dudek;1968-12-08;Miasto
1029;Mateusz;Jaworski;1966-07-20;Miasto
1030;Patryk;Zajac;1973-11-14;Miasto
1031;Antoni;Gorski;1987-09-08;Miasto
1032;Adam;Krawczyk;1989-11-06;Miasto
1033;Kacper;Witkowski;2001-07-02;Wies
1034;Patryk;Wojcik;1995-12-16;Wies
1035;Maksymilian;Jankowski;1975-06-29;Miasto
1036;Franciszek;Michalak;2006-04-30;Wies
1037;Robert;Witkowski;1977-05-29;Wies
1038;Lukasz;Kowalczyk;1963-03-04;Wies
1039;Gabriel;Nowak;1998-11-11;Miasto
1040;Rafal;Sikora;1956-11-01;Miasto
1041;Nikodem;Dabrowski;1954-05-19;Wies
1042;Stanislaw;Wieczorek;1978-06-17;Wies
1043;Jerzy;Michalski;1986-07-22;Miasto
1044;Szymon;Szymanski;1971-02-10;Miasto
1045;Mikolaj;Jaworski;1964-02-09;Miasto
1046;Kacper;Kaczmarek;1971-07-13;Wies
1047;Jacek;Tomaszewski;1983-11-17;Wies
1048;Marcin;Ostrowski;1975-08-17;Wies
1049;Aleksander;Pawlak;2002-09-26;Wies
1050;Jerzy;Zajac;1986-06-27;Wies
1051;Adam;Kowalski;2000-03-12;Miasto
1052;Jerzy;Majewski;1950-04-18;Wies
1053;Antoni;Baran;1965-12-21;Wies
1054;Dariusz;Krawczyk;1996-03-05;Wies
1055;Pawel;Sikora;1974-08-25;Wies
1056;Kazimierz;Michalak;2003-01-16;Miasto
1057;Andrzej;Krol;2003-10-08;Wies
1058;Maciej;Zielinski;1996-03-11;Wies
1059;Jozef;Wozniak;1954-06-11;Wies
1060;Pawel;Kaminski;1978-02-25;Miasto
1061;Artur;Kozlowski;1994-02-06;Wies
1062;Mariusz;Kozlowski;1988-05-08;Miasto
1063;Jan;Adamczyk;2001-02-24;Wies
1064;Gabriel;Dudek;1955-05-27;Wies
1065;Franciszek;Kowalski;2006-05-13;Wies
1066;Tomasz;Nowakowski;2006-04-05;Miasto
1067;Henryk;Malinowski;1958-05-05;Wies
1068;Marek;Krawczyk;1979-07-31;Miasto
1069;Jozef;Malinowski;1962-01-17;Wies
1070;Antoni;Dudek;1950-04-28;Miasto
1071;Karol;Szewczyk;1984-12-28;Miasto
1072;Karol;Wojcik;1985-01-01;Wies
1073;Robert;Wrobel;1990-04-13;Wies
1074;Maksymilian;Wojcik;2002-07-03;Wies
1075;Sebastian;Pawlowski;1977-10-25;Miasto
1076;Kazimierz;Nowakowski;2002-07-13;Miasto
1077;Marek;Wojcik;1999-10-13;Wies
1078;Maciej;Wisniewski;1954-12-29;Miasto
1079;Lukasz;Michalski;1955-08-27;Wies
1080;Marek;Kwiatkowski;1999-07-13;Miasto
1081;Dominik;Pawlowski;1989-12-10;Miasto
1082;Wiktor;Wrobel;1963-03-03;Wies
1083;Filip;Nowakowski;1992-07-20;Wies
1084;Aleksander;Rutkowski;1999-08-09;Miasto
1085;Kamil;Grabowski;1978-10-07;Miasto
1086;Robert;Nowakowski;1990-08-28;Miasto
1087;Artur;Dabrowski;2003-09-30;Wies
1088;Jozef;Dabrowski;1997-08-31;Wies
1089;Artur;Wieczorek;1957-10-06;Miasto
1090;Mateusz;Szewczyk;1996-12-15;Miasto
1091;Dawid;Wroblewski;2001-10-19;Wies
1092;Maciej;Kaczmarek;1979-09-12;Wies
1093;Kamil;Kozlowski;1979-01-15;Miasto
1094;Filip;Pawlak;1961-09-18;Miasto
1095;Dariusz;Ostrowski;1988-01-11;Wies
1096;Jozef;Pietrzak;2005-11-05;Wies
1097;Robert;Jaworski;1986-03-17;Wies
1098;Piotr;Krol;2001-05-30;Wies
1099;Szymon;Malinowski;2005-06-26;Miasto
1100;Andrzej;Gorski;1986-09-26;Miasto
1101;Maksymilian;Pietrzak;1960-12-30;Miasto
1102;Zbigniew;Wozniak;1975-11-13;Miasto
1103;Antoni;Zalewski;1998-08-26;Wies
1104;Dominik;Olszewski;1984-10-17;Miasto
1105;Marek;Walczak;1973-06-06;Wies
